id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,67,31,84,2023-08-30,0.52,1,365,2,
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,85,1,498,2024-01-15,2.75,5,305,43,Hosted License: 5007242201001033
4197,Capitol Hill Bedroom walk to Metro,5061,Sandra,,"Capitol Hill, Lincoln Park",38.88719,-76.99472,Private room,135,7,59,2024-03-16,0.33,2,343,7,Hosted License: 5007242201000749
4529,Bertina's  House Part One,5803,Bertina,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,56,30,102,2019-07-05,0.57,2,151,0,Exempt
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,60,31,96,2023-08-17,0.54,1,141,1,
6165,Private Bath & Laundry  + Huge Lower Level Suite,5782,Val,,"Brightwood Park, Crestwood, Petworth",38.95331,-77.03624,Private room,82,31,23,2023-07-03,0.14,1,365,1,
7103,Lovely guest suite in a quiet but close-in neighborhood,17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91999,-77.09774,Entire home/apt,69,31,91,2022-06-03,0.53,24,324,0,
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,85,31,412,2022-06-27,2.38,4,349,0,
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92756,-77.07667,Private room,52,31,117,2023-07-01,0.68,4,266,1,
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,52,31,104,2023-06-02,0.66,4,287,2,
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,52,31,107,2023-09-14,0.63,4,234,1,
27682,Private 1-bed apartment-Walk to MET,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9665,-77.00645,Entire home/apt,65,120,11,2022-08-13,0.07,2,266,0,
32087,B&B Charm - Room 301 | Walk Dupont Circle Metro,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,260,1,15,2023-01-29,0.10,10,145,0,Exempt
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.9077,-77.02431,Entire home/apt,75,31,196,2024-02-04,1.19,2,145,1,
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,105,5,129,2024-01-31,0.92,1,182,13,Hosted License: 5007242201000081
93551,Upscale Master Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91433,-77.01876,Private room,99,31,103,2023-07-30,0.65,4,365,1,
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91435869686174,-77.01809903471504,Private room,87,31,85,2023-08-06,0.55,4,365,2,
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,48,30,39,2023-07-01,0.26,4,211,1,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,60,31,129,2019-10-28,0.84,2,90,0,
164069,Master en-suite in historical house near monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,86,1,215,2024-03-16,1.39,5,97,14,Hosted License: 5007242201001033
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,95,2,76,2024-02-17,0.78,1,152,19,Hosted License: 5007242201001736
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,399,31,0,,,2,365,0,
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,31,5,2022-04-01,0.04,1,359,0,
198685,Private room in central location.,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,65,31,157,2024-02-27,1.03,2,213,3,
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,28,225,2024-02-29,1.48,1,275,5,Hosted License: 5007242201001837
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,14,2023-07-12,0.09,4,365,1,Hosted License: 5007242201001959
223922,Private Retreat Apt. in DC. Pets are Welcome Free!,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,123,1,203,2023-11-19,1.33,4,199,26,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,1,2019-03-10,0.02,4,365,0,Hosted License: 5007242201001959
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,6,2022-08-19,0.09,4,365,0,Hosted License: 5007242201001959
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,9,2023-04-03,0.07,4,365,1,Hosted License: 5007242201001959
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,58,90,40,2022-10-20,0.27,2,200,0,Exempt
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,82,2023-11-26,0.56,1,199,16,Hosted License: 5007242201000602
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,95,1,35,2023-10-22,0.24,2,363,9,Hosted License: 5007242201000328
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,150,31,169,2020-03-12,1.57,1,89,0,Exempt
306465,"Spacious Dupont Circle Apt: Walk to Metro, Shops!",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,115,90,19,2023-03-29,0.13,1,172,1,Hosted License: 5007242201002389
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,98,1,33,2024-03-20,0.23,2,363,16,Hosted License: 5007242201000328
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,80,4,158,2024-03-01,1.08,1,258,12,Hosted License: 5007242201000688
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,168,2,150,2024-03-16,1.02,1,137,5,Hosted License: 5006701000005377
409582,Capitol Hill studio apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,189,2,596,2024-02-18,4.10,1,71,31,Hosted License: 5007242101000002
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,396,31,105,2021-09-23,0.72,2,365,0,
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,133,3,406,2024-03-08,2.85,1,60,47,Hosted License: 5007242201001171
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,93,2,966,2024-03-19,6.69,1,207,64,Hosted License: 5007242201000823
501809,Upstair Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,,31,35,2023-07-29,0.27,4,214,2,
525672,FREE Parking|SLPS 4|METRO 2 blks|Capitol Hill,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,149,3,264,2024-03-17,1.85,2,316,15,Hosted License: 5007242201002738
538598,Walking Distance to the Capitol!,2645588,Justin,,"Union Station, Stanton Park, Kingman Park",38.89881,-76.99578,Entire home/apt,,30,9,2024-02-19,0.09,1,0,1,Unhosted License: 5007262201002840
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,31,31,2023-12-24,0.25,1,196,2,
556729,Large sunny BR close to downtown,966613,Robin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92991,-77.01911,Private room,,31,133,2022-02-28,0.94,2,149,0,
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91096,-77.00858,Entire home/apt,80,2,351,2023-11-27,2.47,2,120,27,Hosted License: 5007242201002692
563607,Stylish Studio in Dupont Circle with Washer/Dryer,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91563852430024,-77.03795508901203,Entire home/apt,148,1,148,2024-03-21,1.57,2,94,45,Hosted License: 5007242201000536
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,31,14,2022-05-14,0.11,1,365,0,
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,Private room,75,31,5,2021-09-06,0.07,2,364,0,
660537,Southern Suite,2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92632759125191,-77.02766898838884,Private room,60,45,1,2023-09-25,0.16,2,164,1,
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,31,10,2024-02-10,0.17,4,295,3,
723716,Apartment near Rock Creek Park,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.04289,Entire home/apt,66,5,40,2023-10-16,0.38,2,40,23,Hosted License: 5007262201000218
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,125,2,744,2024-03-20,5.38,1,298,34,Hosted License: 5007242201000434
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,18,2023-05-07,0.14,4,301,1,
792286,Quaint 3/2.5 home in Fort Dupont,100727,Capital Vacation,,"Capitol View, Marshall Heights, Benning Heights",38.88023,-76.93999,Entire home/apt,149,3,2,2024-03-11,2,4,334,2,Hosted License: 5007242201002072
792578,Lovely Comfortable Home w/FREE PARKING,4027780,Leonard,,"River Terrace, Benning, Greenway, Dupont Park",38.88529,-76.9509,Entire home/apt,400,2,92,2019-04-21,0.69,1,204,0,Hosted License: 6574585512304987
800076,Walkers Paradise  with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91646194458008,-77.03011322021484,Entire home/apt,169,1,231,2023-11-11,1.72,1,317,16,Hosted License: 5007242201001051
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,125,1,415,2024-03-18,3.05,1,330,21,Hosted License: 5007242201000557
815855,People's Place 3 - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90881,-77.02255,Entire home/apt,75,31,168,2024-02-15,1.26,2,261,6,
828497,"Private floor with 3BR/2BA, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,179,3,118,2024-03-17,0.89,1,189,22,Hosted License: 5007242201000639
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,39,31,16,2023-12-05,0.12,34,365,2,
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89898,-77.01629,Entire home/apt,150,31,67,2022-06-28,0.49,1,90,0,
860336,Luxury Spacious Master Suite RoofDeck in DuPont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90847,-77.04681,Private room,150,1,528,2024-03-08,3.91,4,140,37,Hosted License: 5007242201000569
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,35,31,19,2023-12-15,0.21,34,365,3,
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,31,23,2023-03-03,0.21,4,246,0,
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,100,30,55,2022-12-18,0.40,1,19,0,Hosted License: 5007242201001442<br />Unhosted License: 5007262201001443
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,31,18,2023-10-21,0.17,34,106,2,
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,35,31,16,2023-11-19,0.12,34,346,3,
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,31,1,2013-06-15,0.01,1,365,0,
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,165,31,164,2023-03-23,1.41,2,65,0,
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,180,31,128,2022-09-16,1.05,2,245,0,
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,89,31,23,2016-11-16,0.17,4,364,0,
925318,Basement Studio,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9413,-77.03284,Entire home/apt,50,31,8,2022-08-08,0.06,1,302,0,
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,471,2024-03-18,3.52,1,255,61,Hosted License: 5007242201000371
1026034,Perfect studio in VERY central DC,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,150,2,477,2024-03-20,3.61,2,322,59,Hosted License: 5007242201000142
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90989,-77.04602,Entire home/apt,172,1,446,2024-03-21,3.38,4,154,26,Hosted License: 5007242201000569
1112617,Skylit Studio in Adams Morgan,6105873,John,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91843,-77.04338,Entire home/apt,98,15,189,2024-02-28,1.76,1,86,3,Hosted License: 5007242201003206
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,181,2,283,2024-02-25,2.16,3,44,20,Hosted License: 5007242201001550
1205516,02. Small furnished room in Washington,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,Private room,64,1,414,2024-03-12,3.14,14,152,56,Hosted License: 5007242201000434
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,78,31,356,2023-12-05,3.06,4,290,4,
1336217,"Brand New, Full APT Near Georgetown w Free Parking",4928965,Eric,,"Cathedral Heights, McLean Gardens, Glover Park",38.92090039016265,-77.07768982807863,Entire home/apt,188,2,30,2024-03-22,3.26,1,46,30,Hosted License: 5007242201002839
1472332,★Free Parking . Queen Bed Comfy With Patio ★,7882953,Escale,,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99163,Private room,60,3,86,2023-11-04,0.95,3,356,4,Hosted License: 5007242201002134
1484387,"Master BR (free parking), Columbia Heights",2639916,Georg,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,Private room,120,31,16,2015-09-17,0.13,1,365,0,
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,Lexie And Graham,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,Entire home/apt,205,2,533,2024-03-02,4.15,2,249,52,Hosted License: 5007242201001031
1537822,Park View Apt: kitchen | wifi | garden,8199495,Natalya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,Entire home/apt,101,2,208,2024-03-08,3.46,1,25,41,Hosted License: 5007242201000521
1571112,"Surprisingly Sunny, Arty Apartment",8354112,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,Entire home/apt,135,15,138,2024-03-06,1.08,2,84,6,Hosted License: 5007242201001262
1628328,Private row house apartment nestled in Shaw,8654665,Jason & Sandi,,"Shaw, Logan Circle",38.9126,-77.01748,Entire home/apt,150,2,458,2024-03-16,4.00,1,308,41,Hosted License: 5007242201000148
1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom,8713526,M Rae,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,Private room,89,31,75,2023-08-31,0.59,1,362,2,
1667080,Private & Comfortable NoMa Studio,8828921,Tony,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,Entire home/apt,110,2,292,2024-03-12,2.31,1,70,31,Hosted License: 5007242201000353
1688139,Super Sunny Studio AdMo,476581,KoKo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91897,-77.0464,Entire home/apt,89,40,21,2023-05-25,0.17,1,245,1,
1789722,Top Listing! Large 1BR Zen Boutique,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,162,2,452,2024-02-21,3.56,2,142,38,Hosted License: 5007242201000979
1806338,Exceptionally large and bright  bedroom,9462131,Marina,,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,98,4,105,2024-03-16,0.86,2,243,23,Hosted License: 5007242201000200
1813962,DC-Logan Circle/14th St - Large 1BD,3045892,Francisco,,"Shaw, Logan Circle",38.90807,-77.03174,Entire home/apt,130,31,23,2016-10-30,0.18,1,251,0,
1821276,Samurai themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84136,-76.97888,Private room,,31,141,2021-01-09,1.12,2,57,0,
1824864,Gracie's Place on Capitol Hill,9550761,Sheila,,"Union Station, Stanton Park, Kingman Park",38.89864,-76.987747,Entire home/apt,157,2,169,2024-03-17,1.34,1,0,63,Hosted License: 5007242201001750
1825234,Cozy 1BR 1BA Westend gym pool,4176601,Y-C,,"West End, Foggy Bottom, GWU",38.90566,-77.05131,Private room,,365,11,2015-04-07,0.09,1,365,0,
1838623,Furnished Private Room South of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,Private room,23,31,15,2024-01-10,0.21,2,187,2,
1841397,Furnished Large Private Room S. of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96971,-77.00793,Private room,29,31,18,2022-05-07,0.15,2,61,0,
1860120,Pet Friendly Private BSMT w/Parking & Backyard,10470695,Miguel,,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,Entire home/apt,96,2,194,2024-02-26,2.09,1,58,21,Hosted License: 5007242201000358
1865861,House near downtown DC,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,Entire home/apt,169,3,16,2024-03-21,0.27,2,20,4,Unhosted License: 5007262201000218
1901631,2BR/1BA Guest Suite - Union Station,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,Entire home/apt,,30,194,2023-08-12,1.59,2,39,5,Hosted License: 5007242201001752<br />Unhosted License: 5007242201001753
1936134,Modern DC Northwest Apartment with Parking Spot,10017900,Elizabeth,,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,Entire home/apt,149,3,261,2024-03-16,2.23,1,230,24,Hosted License: 5007242201000526
1997483,Top Two Floors - Vet Owned - 3 blocks to Capitol,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.890140533447266,-77.00020599365234,Entire home/apt,,31,26,2022-01-17,0.27,18,357,0,
2033421,Room in Renovated DC Rowhome (Nearly Private Home),3331633,Joe,,"Brookland, Brentwood, Langdon",38.91881,-76.9861,Private room,100,70,81,2023-07-15,0.74,2,365,1,
2060129,3 blocks to Capitol - Great Neighborhood- Gorgeous,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89068,-77.00155,Entire home/apt,175,31,25,2022-06-18,0.24,18,266,0,
2098615,Cozy Pied-à-Terre @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.9042,-77.00228,Entire home/apt,175,2,162,2024-01-01,1.32,3,41,18,Exempt
2111965,Large bedroom in Cozy brick house,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,Private room,75,1,26,2024-03-16,0.23,5,354,6,Hosted License: 5007242201001133
2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,Private room,55,31,9,2022-01-23,0.29,34,236,0,
2141766,Stylish suite in DC,10930361,Kim,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92317,-77.00073,Entire home/apt,108,2,426,2024-02-25,3.43,1,10,38,Hosted License: 5007242201000951
2198232,Secure Deluxe Room,11190236,Ruben,,"Brightwood Park, Crestwood, Petworth",38.94465,-77.01808,Private room,72,2,244,2024-03-13,2.00,1,41,32,Hosted License: 5007242201002192
2241400,"Modern, central studio with it all!",774839,Jed,,"Shaw, Logan Circle",38.9136,-77.02838,Entire home/apt,120,28,76,2023-12-09,0.62,1,240,11,Exempt
2263350,Renovated Condo in the Heart of DuPont Circle- 2 blks to Metro,17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04234,Entire home/apt,121,31,93,2022-05-20,0.77,24,235,0,
2277705,Charming Lincoln Park Apartment!,11630609,Steven And Stephanie,,"Capitol Hill, Lincoln Park",38.8892,-76.98778,Entire home/apt,158,3,361,2024-02-20,2.94,1,133,29,Hosted License: 5007242201000882
2285431,Beautiful Sunny Primary Bedroom Suite w/ Balcony,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91105,-77.08691,Private room,110,2,15,2024-03-19,0.18,1,142,11,Hosted License: 5007242201001142
2304761,Lovely private room close to Dupont circle,315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,Private room,55,31,11,2023-08-15,0.12,34,296,2,
2318183,Guest Suite in Columbia Heights-Noel's Place,8041566,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93443,-77.03307,Entire home/apt,115,2,42,2024-03-05,0.36,1,18,2,Unhosted License: 5007262201000406
2340172,Delightful historic flat minutes from Capitol Hill,4073665,Sara,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87172,-76.97188,Entire home/apt,200,2,70,2024-03-19,1.17,1,79,1,Hosted License: 5007242201003243
2343987,Bedroom in Capitol Hill row-house,11970274,Michael,,"Union Station, Stanton Park, Kingman Park",38.89689,-76.99644,Private room,86,2,485,2024-03-14,3.95,1,247,64,Exempt
2361802,Historic Home steps from Capitol,12062787,Shana,,"Capitol Hill, Lincoln Park",38.88277,-77.00837,Entire home/apt,,3,355,2023-09-03,2.90,1,3,22,Hosted License: 5007242201001242
2365726,One Bedroom for Rent in Rowhouse,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00075,Private room,59,2,129,2024-03-09,1.06,3,0,22,Hosted License: 5007242201000672
2466942,Cozy Colonial N Convenient Location,12615669,Susanne,,"Colonial Village, Shepherd Park, North Portal Estates",38.98661,-77.03505,Private room,140,7,55,2023-10-07,0.46,1,331,1,Hosted License: 5007242201000377
2476761,Blazing WIFI 3 blocks to Capitol Gorgeous E Cap St,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89013,-77.00026,Entire home/apt,130,31,71,2023-08-31,0.73,18,357,1,
2477325,Bedroom in NW DC,11559071,Alex,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90641,-77.01277,Private room,108,2,309,2024-03-11,2.53,3,161,28,Hosted License: 5007242201001647
2477330,Cool small bedroom: most cntrl part of DC,11559071,Alex,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90588,-77.01133,Private room,101,2,311,2024-03-17,2.54,3,331,19,Hosted License: 5007242201001647
2479145,Sunny Studio in elegant area of DC,3311328,Darilla,,"Friendship Heights, American University Park, Tenleytown",38.9499,-77.09267,Entire home/apt,,120,1,2016-08-06,0.01,2,358,0,
2483191,Private room with single bed for solo guest,1569728,V,,"Mayfair, Hillbrook, Mahaning Heights",38.90038,-76.94362,Private room,27,31,30,2023-09-16,0.25,3,209,2,
2501387,Elegant B&B in Washington DC,12803481,Laura,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91415,-77.04986,Private room,275,31,5,2015-08-14,0.04,1,365,0,
2501531,"Great Downtown Location, Fun Hosts+Daily Breakfast",12804388,Laura,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92696,-77.05303,Private room,350,31,10,2023-06-23,0.11,2,179,2,Exempt
2523708,Night Sky room next to Metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84348,-76.97886,Private room,24,31,151,2023-10-08,1.24,2,126,2,
2538828,Chez ChEllers,11133326,Ha & Justin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92865,-77.04022,Entire home/apt,125,1,154,2024-03-17,1.29,1,329,19,Hosted License: 5007242201000840
2547672,Cozy room in NW Washington,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96696,-77.0249,Private room,61,1,26,2023-12-20,0.22,5,365,4,Hosted License: 5007242201001133
2622950,Historic DC Townhouse + Firepit,13433584,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.923941580467734,-77.02475935089437,Entire home/apt,289,1,13,2024-03-11,3.45,1,259,13,Hosted License: 5007242201003144
